"","beername","review","language"
"11507","Goose Island 1800 Demolition Ale (Strong Golden)","Bomber, says 7.2% ABV. Pours hazy pale gold with a 1 finger, creamy, white head that has good retention and leaves a few chinks of lacing. Aroma is grass, lemon-lime citrus, sweet stone fruit, floral hops, light cereal, hints","english"
"11509","Goose Island 1800 Demolition Ale (Strong Golden)","Poured from a bomber into a Leffe chalice. Freshness date of 180 days from 02/26/10.","english"
"11510","Goose Island 1800 Demolition Ale (Strong Golden)","Bottled@The Chriso rock the roof down pre-GBBF tasting. Yellowish golden colour with small white head. Aroma is fruits, wood, yeast and some mild toffee. Flavour is caramel, toffee, some alcohol, mild wooden and fruity","english"
"11511","Goose Island 1800 Demolition Ale (Strong Golden)","’07 bottle: Arouma is earthy, doughy, yeasty and musty, piney. Hazy orange pour and no head. Caramel and bread malts, apple and peach nectar. Medium body. finishes with some back bitterness. Pretty tasty.","english"
"11512","Goose Island 1800 Demolition Ale (Strong Golden)","Lousy taste, even worse aftertaste. The aroma should be a fair warning for how bitter this beer really is.","english"
"11513","Goose Island 1800 Demolition Ale (Strong Golden)","22 ounce bomber.  Brewed on date is 1/29/10, and it’s supposed to be consumed within 180 days, so I’m opening this one up kind of late.  Still, I’ve got high hopes.  Pours a cloudy and hazy gold with minimal head.  Lo","english"
"11515","Goose Island 1800 Demolition Ale (Strong Golden)","This one is gold in color.  Aroma is of malts, rye, and wheat.  Flavor has more coriander than I was expecting.  Leaves a malty finish.  Similar to Ommegang’s Three Philosophers.","english"
"11516","Goose Island 1800 Demolition Ale (Strong Golden)","refreshing and light, goes down smooth.  not much of a diversion from a typical belgian golden ale.  The best thing about this beer is how clean it tastes, it doesn’t suffer from that syrupy sweetness that sometimes occu","english"
"11517","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle. Pours a honey amber colour, the aroma is all spice with plenty of citrus and oak. Delicious spicy, candyi sugar, and oak flavor. Lots of bubbly carbonation and a nice lively mouth feel. Very slight alcohol burn, but not","english"
"11518","Goose Island 1800 Demolition Ale (Strong Golden)","Pours deep gold into a tulip.  Off-white head with excellent retention recedes to skim surface. Honey, yeast and fruit aromas. Sweet honey upfront turning slightly grassy in the lasting, somewhat hot finish.","english"
"11520","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle from Utobeer, ABV 7.2%. Hazy golden with a small head. Nice fruity hop nose with notes of orange zest. Modest citrussy hop flavours, a touch of honey, well-balanced. Good carbonation. Highly drinkable.","english"
"11521","Goose Island 1800 Demolition Ale (Strong Golden)","[Bottle] Pours a clear straw gold with a moderate, creamy white head that leaves a touch of lacing. Aroma has lots of belgian yeast character, fruity esters, some clove, light grassiness, and a bit of earthiness. Flavor is","english"
"11522","Goose Island 1800 Demolition Ale (Strong Golden)","Courtesy of jcwattsrugger. It pours deep crystal clear gold with thin white head. The aroma is spicy, tart apricots, pears, apples and yeasty spices. The taste is similar with yeasty spice, varied fruitiness like apricots,","english"
"11523","Goose Island 1800 Demolition Ale (Strong Golden)","Bomber:  Aroma has a nice bubble gum, fruity, yeast and lightly spiced Belgain notes to it.  Appearance is a clear golden color with jsut the slight bit of amber color and a medium sized white head that diminishes into a","english"
"11524","Goose Island 1800 Demolition Ale (Strong Golden)","2007 bottle. Pours a cloudy golden amber with a thin off-white head that collapses quickly to a tiny ring clinging to the glass. The nose is of bright, clean, sweet, pale malt, citrus, hay, and a subtle Belgian yeast character.","english"
"11525","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle, shared with DedicatedtoFun. Pours golden with a white head. Sugar sweetness with spice and lightly hopped. Boring.","english"
"11526","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle, 12oz. An almost clear one, golden in color, and without head. Sweetish, fruity nose that didn’t give me much. Alcohol, sugary malts and a good dash of fruityness in the flavor, a herbal bitterness finishes it. Dry an","english"
"11527","Goose Island 1800 Demolition Ale (Strong Golden)","A Mes rate. Bottle up on Primrose Hill.
Very clean gold with a thin white head. Very perfumed and yeasty. Light citric hoppage, lots of sweetness. Semi tart. More flowers in the finish.","english"
"11530","Goose Island 1800 Demolition Ale (Strong Golden)","Pours yellow, slightly cloudy, medium white head.  There is quite a bit of carbonation, and nice head retention.  Aroma is belgian yeast, hint of clove and lemon.  Medium body, active mouthfeel.  Good malt/hop balance,","english"
"11531","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle. Thank goodness for real beer (referring to my last, 1000th rating). This brew poured a very light golden color with a fizzy white head. Aroma was sweet malt with a lot of yeasty spice character, some banana, and","english"
"11532","Goose Island 1800 Demolition Ale (Strong Golden)","Thanks to the Tampa Crew for sharing this one.  pours slightly hazy gold with a white head.  Nose is dry and yeasty: yeast, malt, citrus, and spice permeate.  Flavor is similar with peppery yeast all up in there.  Citrus and","english"
"11533","Goose Island 1800 Demolition Ale (Strong Golden)","(Old BA rate - tap)
Poured with a finger of bubbly and frothy white head; great retention and","english"
"11534","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle -- Pours light golden and hazy with a creamy white head.  The aroma is lightly honeyed and yeasty.  This drinks with a cloying character, sucking the moisture right out of the side of your mouth ... dry, with a musty fruity","english"
"11535","Goose Island 1800 Demolition Ale (Strong Golden)","22 ounce bottle, bottled on 5/7/2010, 7.2% ABV.  Served in a tulip glass, the beer pours a hazy gold color with about an inch off-white head.  Head retention and lacing are both decent.  Aroma is very fruity, it smells like","english"
"11537","Goose Island 1800 Demolition Ale (Strong Golden)","This 22 oz. bomber came to me  via trade with Strykzone. Thanks.  It poured a hazy gold with a thick foamy white head that left good lacing behind. Nose of  citrus, banana, Belgian yeasts, and caramel malts.","english"
"11538","Goose Island 1800 Demolition Ale (Strong Golden)","Appearance: Translucent golden sheen with a white 1 finger crown. A bit of retention and lacing. Nice for a golden.","english"
"11539","Goose Island 1800 Demolition Ale (Strong Golden)","Outrageous booming sourness with some fruit in the nose. Tastes great, sharp but pretty smooth; sourness replaces the typical sickly sweet aftertaste of inferior belgians. Appearance and palate are pretty standard,","english"
"11540","Goose Island 1800 Demolition Ale (Strong Golden)","hazy golden with large white head.  nose of belgian esters and fruit notes.  high carbonation, moderate for style.  full but light mouthfeel.  mild bitterness before a ton of belgian esters and very impressive mango-like","english"
"11541","Goose Island 1800 Demolition Ale (Strong Golden)","Pours golden (surprise) with white head, aroma is some pils malt with a touch of belgian yeast character.  Taste is fairly normal BSA, but with low hop and malt character and a slightly dry finish.  Good, just not enough","english"
"11542","Goose Island 1800 Demolition Ale (Strong Golden)","22 bottle from the Four Firkins.  Cloudy, pale yellow pour with a good creamy white head.  Yeasty wheat aroma with some slight citrus notes.  Refreshing flavor with more wheat & citrus notes.  Smooth finish with a","english"
"11544","Goose Island 1800 Demolition Ale (Strong Golden)","Nice looking beer. Golden with a thin white head, nice lacing. Easy to drink, smooth mouth-feel. medium to heavy sweet palate. Light body.","english"
"11545","Goose Island 1800 Demolition Ale (Strong Golden)","22 ounce bomber shared at DLD-straw pour -white head-aroma and taste of banana, clove, some spice-smooth finish","english"
"11547","Goose Island 1800 Demolition Ale (Strong Golden)","22oz. bomber served in a Blvd. Tank 7 tulip. Bottled on 1/29/10. Poured a slightly hazy pale gold with less than a finger of white head. Nice aroma of citrus and some Belgian spice. Light bodied. More citrus and spice in the","english"
"11549","Goose Island 1800 Demolition Ale (Strong Golden)","Pours a golden straw color. Hefty coriander aroma with hints of citrus and grass. You can definitely smell the saaz. Flavor is crisp, but a little too sweet. Also the booze shows through significantly for only 6.7%","english"
"11550","Goose Island 1800 Demolition Ale (Strong Golden)","22oz bomber in the new label format. Pours a clear yellow with a thin, dense white head. No lace. Aroma is spicy Belgian yeasty, must, candi sugar- simple. Taste is a mix of sweet candi and spicy yeast. Rich","english"
"11551","Goose Island 1800 Demolition Ale (Strong Golden)","Pours light golden with smallish white head.  Aroma is belgian yeast with some banana and clove and other fruits.  Flavor is similar with barely noticeable EtOH.  Sweet and sticky.  Pretty good.","english"
"11552","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle from tounament liqour (thanks Brandon). Pour is cloudy golden yellow with minimal head and lively carbonation. Taste is honey lemon citrus and hops. Feel is coating and fizzy with dry finish. Very tasty and","english"
"11553","Goose Island 1800 Demolition Ale (Strong Golden)","Graciously purchased by mom for Easter day with the family.  Not a bad bomber, plenty of grass and citrus with the hops and slightly sweet fruity esters, some honey and... plum perhaps.  Pours a light golden hue with a","english"
"11554","Goose Island 1800 Demolition Ale (Strong Golden)","65 cl bottle, Fargo, ND, USA. Pale hazy golden colour, faint head with active carbonation. Aroma of grass and citrus, with citrus (mostly lime) follow through on the first sip. Medium length finish, some freshness mixed with","english"
"11555","Goose Island 1800 Demolition Ale (Strong Golden)","Pours clear yellow gold into a pint glass, Aromas of bananas and mild citrus. The flavor is very mellow, fruit flavors with moderate carbonation, amazingly drinkable and very delicious!","english"
"11556","Goose Island 1800 Demolition Ale (Strong Golden)","Bomber of Demolition:
pale gold pour with a medium white foamy head.","english"
"11557","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle. Slightly dim, orange body with a thin off-white head. Aroma is fruity with some caramel and hops. Flavor is sweet, malty and some degree of bitterness. Totally drinkable and I definitiv had worse, but I’m not quite su","english"
"11558","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle dated 2007. Cloudy peach color with a thin foamy white head. Good retention and lacing. Aroma is complex belgian malt, fruits, spices, yeast, alcohol and herbal hops. Flavor is caramel, earthy notes, herbal hops,","english"
"11559","Goose Island 1800 Demolition Ale (Strong Golden)","aroma is soft candy sweetness and yeast. crunchy sweetness abounds.  lightly fruity (banana and pineapple) with minor (and not offensive) phenolic streak.  appearance is perfectly clear golden/straw with wispy","english"
"11560","Goose Island 1800 Demolition Ale (Strong Golden)","Shared by bhensonb. Pours golden with an attractive clinging white head that took a while to diminish. There is a banana aroma and a rather flat pale malt flavor, with citrus and hop bitterness creeping up at the finish.","english"
"11561","Goose Island 1800 Demolition Ale (Strong Golden)","Bomber as plain Demolition. Probably from Archer Liquors. Pours hazy gold with a foamy off-white, ringy/clingy, head. Aromas of citrus and mild spice. Medium body with mild carbonation. Flavor is citrus, pale malt,","english"
"11563","Goose Island 1800 Demolition Ale (Strong Golden)","From an old rating note taken a couple years ago now - with the in-laws in Michigan I think: 12oz bottle.  Orange-gold pour with a thin white head.  Cereal, caramel and tropical fruit in the aroma.  Taste is lightly sweet with","english"
"11564","Goose Island 1800 Demolition Ale (Strong Golden)","A: Pours a nice amber color with a huge head. The head dies down and leaves behind a good bit of lacing.","english"
"11565","Goose Island 1800 Demolition Ale (Strong Golden)","bottle, bright golden color, eggwash foam, fruity grape and sugar aroma, flavors of bready sugar, cantaloupe rind, herbal finish","english"
"11566","Goose Island 1800 Demolition Ale (Strong Golden)","1. Cask Stillage from the Jug at the GABF, Colorado Convention Center 24/09/2009","english"
"11568","Goose Island 1800 Demolition Ale (Strong Golden)","22oz bomber courtesy of FlssmrBrewAlum poured into a tulip.","english"
"11570","Goose Island 1800 Demolition Ale (Strong Golden)","22oz bomber from Whole Foods LP.  A GI beer that I had avoided just cause I havent had the money to buy this at $7 but knew eventually I’d have too try. This poured a nice golden crisp looking color with lasting medium","english"
"11571","Goose Island 1800 Demolition Ale (Strong Golden)","On draft at the Dayton Ale Fest.  Pours a nice golden yellow with a thin white head.  Aroma is sweet malts, yeast, and spice.  Notes of banana, lemmon, chamomile, cinnamon, clove, and honey come out.  On the palte","english"
"11572","Goose Island 1800 Demolition Ale (Strong Golden)","Pours a brilliant honey color with a medium sized frothy white head. Nose: honey suckle, clover, spice, corn polenta / cornbread, lemon. Taste is chamomile tea, lemon, bergamot, and green peas. Mouthfeel is little","english"
"11574","Goose Island 1800 Demolition Ale (Strong Golden)","Shared at DDG release party.  
’06 Bottle.  Lots of suspension swirling around in the glass.  Hazy, bright","english"
"11575","Goose Island 1800 Demolition Ale (Strong Golden)","Bottled at Monks Café, Wallingatan, Stockholm. Pours out in a sparkling and slightly hazy golden appearance topped with a rich sticky white foam. Authentic Duvel-like aroma of white pepper, coriander, lemon, pale malts","english"
"11577","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle.  Clear gold/copper pour with a thin off-white head.  Aroma of yeast, malt, malt and malt.  Peppery yeast with some banana and sweet malt.","english"
"11578","Goose Island 1800 Demolition Ale (Strong Golden)","The beer pours out a clear golden orange color with a pillowy white head, with some nice lace work.  A fruit dominant nose, with overripe bananas, candi sugar, oranges and a bit of cloves.  Fruit also takes over the flavor","english"
"11579","Goose Island 1800 Demolition Ale (Strong Golden)","22oz bottle.  Pours a lightly hazed medium yellow color with a fluffy white head, light lacing.  Nose is quite fruity with banana, citrus and clove spice.  Flavor is also fruity starting out with a citrus sweetness and finishing","english"
"11580","Goose Island 1800 Demolition Ale (Strong Golden)","Draft at Blue Agave in Belleville, IL.  Quite light on the palate.  Starts with a mildly hoppy aroma and has a taste that finishes with a vague taste of green grape.  Overall, not a bad beer.  I’d definitely go with one on a hot","english"
"11581","Goose Island 1800 Demolition Ale (Strong Golden)","22oz bottle 6/27/09 (Binny’s Naperville)- Pours a clear golden with a small white head. Aroma of banana, clove, Belgian yeast, and spices. Taste begins with coriander, spices and yeast then goes into some pepper and","english"
"11582","Goose Island 1800 Demolition Ale (Strong Golden)","Aroma of banana, clove, spice, light bread base malt, pepper. Soft and fruity. Hazy yellow golden nice head. Nice fruity flavorsa - banana, clove, corriander, nice","english"
"11583","Goose Island 1800 Demolition Ale (Strong Golden)","pours a hazy orange with a small white head.  Nice floral hop aroma.  some grassy hops.  well balanced.  pretty smooth.  medium body.  Not bad for a golden ale.","english"
"11585","Goose Island 1800 Demolition Ale (Strong Golden)","! Pretty good effort!! Poured with a medium sized white foamy, frothy head and plenty of lace. Color is a hazy amber. Aroma is just the way the brewery describes it. Citrus of orange and grapefruit with a non-citrus not","english"
"11586","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle. Pours a light golden with a white head bubbly head that dissipates to the edges. Aroma is sweet with lots of yeast notes with banana coming out. There is also some other light fruits and a bit of citrus hops. Flavor is","english"
"11588","Goose Island 1800 Demolition Ale (Strong Golden)","On tap at the Maple Tree Inn. Pours orange with a white head. Heavy carbonation. Aroma is of hops, citrus, spice, coriander, and grain. Taste is very spicy with lots of lemon zest. Decent hop character mixed in the","english"
"11590","Goose Island 1800 Demolition Ale (Strong Golden)","On tap @ Rattle n Hum w/ my neighboor.  This was the best of the night, by far.   Pours a rich yellow golden color.  Taste had some fruit/citrus too it.. coupled with yeast and spice.  So good I bought a growler.  We will rate","english"
"11591","Goose Island 1800 Demolition Ale (Strong Golden)","22oz. Bottle (at 6.7%ABV):  Aroma of yeast.  Poured yellow/gold in color with a small white head that lasted as a film on top of the beer.  Slightly hazy.  Slightly sparkling.  Full of tiny particles throughout.  Flavor is lightly","english"
"11592","Goose Island 1800 Demolition Ale (Strong Golden)","On tap at the Maproom, Chicago. Pours a deeper golden. Belgian yeast with nice hop aroma. Nice balance between hops, Belgian yeast & Malts. Like a maltier Pommerings. Sweet malts, some spiciness & nicely hopped","english"
"11593","Goose Island 1800 Demolition Ale (Strong Golden)","NIcely served in a logo chalice at Lunar Brewing Co. for the Past Meets Present tasting put on by GI. The pour was fairly clear and golden with a light, white head that diminished to a film but left some clingy lacing. The","english"
"11594","Goose Island 1800 Demolition Ale (Strong Golden)","22oz bottle. Pours a bright, pure golden body with just a slight haze. Finger-width, fluffy, snow white head that dissipates slowly and leaves lots of soapy lacing. A slight swirl rises this a great deal. Very sexy beer. Aroma i","english"
"11595","Goose Island 1800 Demolition Ale (Strong Golden)","Tap at brewpub pre DLD ... bright yellow ... thin white lcaing ... big bright light fruity belgian yeasty nose ... fruit and light lemon again some yeasty and candi sugers,","english"
"11598","Goose Island 1800 Demolition Ale (Strong Golden)","22oz bomber [6.7% abv].  Pours a hazy golden yellow with a small white creamy froth 3.5.  Aroma is typical Goose Island yeast, sweet and fruity, very pleasant, some citrus, candi sugar.  Flavor is crisp, sweet and very","english"
"11599","Goose Island 1800 Demolition Ale (Strong Golden)","Fresh 22 oz bottle from the Clybourn Heritage Collection. Golden pour with some scattered white bubbles for a head. Aroma is sweet and spicey, some grass, light citrus and honey. Flavor is light honey, pale malts, citrus,","english"
"11600","Goose Island 1800 Demolition Ale (Strong Golden)","had a bottle that was approaching three years ... i did enjoy this brew, fits its style well, and has that goose island quality, house yeast is there, aging well ..","english"
"11601","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle 12oz Bottled on date 02/22/2007   1439 .  A cloudy amber/orange color body with a thin frothy white head,lasting a short time and then fading to a thin ring with spotty lacing.Aroma of zesty spicy and floral","english"
"11602","Goose Island 1800 Demolition Ale (Strong Golden)","I thought this was a fantastic brew.  Well balanced, fruity and a powerful finsh.  Looks great in the glass and tastes wonderful all the way through.","english"
"11603","Goose Island 1800 Demolition Ale (Strong Golden)","2007 bottle from Joe P. The aroma is sweet, honey, citrus - orange and cherry. The color is a dull yellow/orange with mostly diminishing head, white and creamy with very good lacing. The flavor is fresh for a 2007","english"
"11604","Goose Island 1800 Demolition Ale (Strong Golden)","Light brownish/Amber with a thin loose white head.  Aroma is a light maltiness, yeast, some spiciness to it, and light honey.  Taste is light alcohol, malt, some spice.  Overall a bit bland.","english"
"11605","Goose Island 1800 Demolition Ale (Strong Golden)","12 oz 2006 bottle from Walt! Thanks a ton! Nose of bready yeast, golden raisins, light spices, and floral hops. Cloudy gold with a small off white head. Flavor has a light bitterness, light sweetness, light spiciness, some","english"
"11606","Goose Island 1800 Demolition Ale (Strong Golden)","12 oz. bottle.  Pours a slightly hazy golden color with a creamy medium sized off white head.  The aroma is at first hoppy: floral, lemon citrus, and crisp.  The malt comes off as more bready and grainy with a hint of honey","english"
"11607","Goose Island 1800 Demolition Ale (Strong Golden)","2007 bottle. Pours a cloudy golden color with a decent sized off white head that slowly settles to a thin layer on top. The aroma is of citrus fruit and citrus hops to go with a lot of caramel sweetness and belgian candy","english"
"11608","Goose Island 1800 Demolition Ale (Strong Golden)","Had this one on draft - always wanted to try it but never got around to it.  I was expecting more of a pale ale taste but this is definetly Belgian.  Thick and sweet, the hops are in there but that sugary taste is what this was all","english"
"11610","Goose Island 1800 Demolition Ale (Strong Golden)","12 ounce bottle shared by cdumler. Thanks! Pours a hazy peach color with a thin but persistent frothy head. Aroma of yeast, dough, faint hops and subtle caramel. Taste is pear like fruit notes, bready notes and spicy hops","english"
"11611","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle.  Hazy golden body with a white head.  Sweet malty fruity aroma of pear, and citrus.  Light earthy hop character with a dry finish, and light etoh warming.","english"
"11612","Goose Island 1800 Demolition Ale (Strong Golden)","Bottled. An unclear golden beer with a thin white head. The aroma is sweet with notes of wheat, fruit, yeast, and hops. The flavor is sweet malty with notes of fruit and dusty hops, leading to a dry straw finish.","english"
"11613","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle. Pours clear dark gold with a thin but lacy white head. Spicy fruit nose. Medium body and carbonation. Sweet fruit and nuts taste, with a spicy/grassy finish. The bitterness of the finish doesn’t come thru until th","english"
"11614","Goose Island 1800 Demolition Ale (Strong Golden)","Nice hoppy taste without being too bitter. This would make for a great junkfood and ballgame beer - not terribly interesting but real easy to drink.","english"
"11615","Goose Island 1800 Demolition Ale (Strong Golden)","A cloudy golden stong ale with a wee white head, a very hoppy bouquet, and a slightly bitter finish.  This 2007 model was very pleasing, with a nice clean taste.","english"
"11616","Goose Island 1800 Demolition Ale (Strong Golden)","very tasty...nothing overly crazy to write about, just a damn tasty beer.  would definately buy again.","english"
"11617","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle from 2006.  Pours a hazy orange with an off white head.  Pine and citrus hops aroma.  Well balanced, the malt and citrus hops are pretty equal.  I actually thought it was sort of thin...maybe I should I took it out","english"
"11618","Goose Island 1800 Demolition Ale (Strong Golden)","Poured a golden color with a white head. Aroma was of some spices and not much more. Flavor was also a bit spicey but mainly bland and not too much else to say.","english"
"11619","Goose Island 1800 Demolition Ale (Strong Golden)","Pours Hazy, medium orange with a small off-white head.  Aroma is mightly malty of light bread and cereal, moderatly hoppy, grassy, heavily yeasty; bubblegum, raisins and plums.  Flavor starts well balanced, sweet and","english"
"11620","Goose Island 1800 Demolition Ale (Strong Golden)","2007 Vintage.  12 oz. bottle.  Pours a cloudy dull orange gold with a moderate off-white head that faded to a sloppy, soapy film after a quarter of the glass.  Aroma of malt, honey and some grassy hops.  The flavor is","english"
"11621","Goose Island 1800 Demolition Ale (Strong Golden)","bottle 2006: pours a thick hazy cooper brown witha thin line of white head. aroma is sweet and earthy, toasted grain and sticky caramel.  flavour is a grassy earth flavour along with a caramel sweetness the falvour are not","english"
"11622","Goose Island 1800 Demolition Ale (Strong Golden)","revisit bottled 5/7/10 has most of the same qualities as the former review. slightly sweet, yeast stands out, and nice fruity hits. certainly brighter than the aged bottle but the rating stands.","english"
"11623","Goose Island 1800 Demolition Ale (Strong Golden)","Pours with a deep golden body topped by a thin head with some lacing left on the glass.  It’s grassy from the hops with a slight malty sweetness and a little spice.  Medium bodied, highly carbonated and a touch dry.","english"
"11624","Goose Island 1800 Demolition Ale (Strong Golden)","2006 bottle shared by JCB.  Pours a golden orange with a small white head.  I did not write any notes about the aroma, but remember it being sweet and yeasty with a just a faint touch of the hops. Flavor had a nice","english"
"11625","Goose Island 1800 Demolition Ale (Strong Golden)","Shared by Jason. Bottled in 2006 and it shows it. Pours a hazy peachy amber with an offwhite head. The nose is subdued with age, earthy, yeasty, no alcohol, hops have been lost. The flavor is earthy, shows no alcohol, a","english"
"11626","Goose Island 1800 Demolition Ale (Strong Golden)","2006.  Clear golden orange with small white head.  Great aroma of some sweet fruit pastry lovingly baked.  Flavor to match with a nice taste of alcohol.  There is a nostalgic flavor I struggled to name. Maybe of some","english"
"11627","Goose Island 1800 Demolition Ale (Strong Golden)","2006 Bottle in Trappist glass. Aroma is sweet and fruity. Head was white and frothy. Color is a beautiful amber with orange hues. This beer tastes of hops, fruit and spice. The amount of carbonation seems just right. This is","english"
"11628","Goose Island 1800 Demolition Ale (Strong Golden)","Thanks to maniac for this one.  Golden body with a white head.  2005 bottle.  Great aroma, some light hops left, nice fruit accents.  Taste isn’t too bad, light fruits, bread and a tang that I can’t place.  Slightly warm ending.","english"
"11630","Goose Island 1800 Demolition Ale (Strong Golden)","Pours an orange color with minimal white head.  Carbonation bubbles appear and cling to the sindes of the glass.  Smells of prunes or figs and malt and bread.  Taste is faint fruit with very abundant hop bitterness that","english"
"11631","Goose Island 1800 Demolition Ale (Strong Golden)","Bottled on 6/22/05, so these bottles are approaching the 3 year mark. ABV is listed as 8.0%. A pleasant aged Belgian Strong, I’m afraid the twist-off caps didn’t help out too much as there seems to be a little bit of oxidation","english"
"11632","Goose Island 1800 Demolition Ale (Strong Golden)","12 bottle, courtesy my brother, Buffulohead. Hazy gold pour with a rather spare off white head that settles quickly.  Honey, citrus, quite a bit of fruitiness and a touch of spice in this sweet malty aroma. Lightly","english"
"11634","Goose Island 1800 Demolition Ale (Strong Golden)","Bottled on date of 042006. Small off-white head that mostly diminished, virtually no lacing, fast rising carbonation, transparent, and a golden hue. Nose was hoppy, notes of honey, malty, sweet, and notes of fruit and citru","english"
"11635","Goose Island 1800 Demolition Ale (Strong Golden)","Pours a hazy yellowy-golden color with little to no head that recedes very quickly.  Virtually no lacing is left.  Caramel and malt dominate the aroma with a tinge of hops.  The inital taste completely reworked my palate, muc","english"
"11636","Goose Island 1800 Demolition Ale (Strong Golden)","12oz bottle poured into a glass.  GI1800DA(SG) pours golden & murky.  The head is almost nonexistant.  It smells like over ripe fruit with bananas, pears and peaches dominating.  There is also a noticible alcohol aroma.","english"
"11637","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle: Not bad for a beer, but not great for a belgian.  Slight fruity aroma and flavor.","english"
"11638","Goose Island 1800 Demolition Ale (Strong Golden)","2006 bottle: Thick honey pour with a soapy head that fades quick.  Dirty yeast dominates the sweet nose, overpowering what little caramel and esther is there.  Thick body, lots of white sugar, caramel and fruity esthers","english"
"11639","Goose Island 1800 Demolition Ale (Strong Golden)","fruity with an artificial tinge to it. decent and mildly interesting hop finish. cloudy golden brew with a hard candy flavor of lemon (perhaps) AND A HOP FINISH. huh. somewhat slick in the mouth though still a tad too light.","english"
"11640","Goose Island 1800 Demolition Ale (Strong Golden)","2006 Bottle. Cloudy amber body. Short white head that diminishes to pools of bubbles quickly. Sweet malty aroma with notes of grain and cookie. That’s followed by some herbal notes from the hops and a hint of rubber","english"
"11641","Goose Island 1800 Demolition Ale (Strong Golden)","Bottled 022207 12 oz. bottle via trade with AlexDeLarge - Pours a hazy light golden color with a 1/2 finger thick white head.  Very light spotty lacing.  Aroma is herbal and grassy hops.  Flavor is hops and lightly sweetened","english"
"11642","Goose Island 1800 Demolition Ale (Strong Golden)","Aroma of spicy hops and yeast. Pours a cloudy orangy golden color with a thin white head. Flavor of hops, yeast and fruits. The body is medium with an oily texture and soft carbonation.","english"
"11643","Goose Island 1800 Demolition Ale (Strong Golden)","12 oz. single from John’s Grocery (Iowa City, IA). Poured into a tulip glass. Poured a hazy golden orange with a fairly prominent, lasting head that laces the glass well. Vague citrus fruit aromas that are pleasant, but","english"
"11645","Goose Island 1800 Demolition Ale (Strong Golden)","Pours a hazy golden honey with thick creamy off-white head that dissipates to a bit of lacing. Aroma is of hops and citrus fruit. Thicker (medium) body with flavors of hops and dry citrus with a bit of bitterness","english"
"11646","Goose Island 1800 Demolition Ale (Strong Golden)","Purchased July 2006 in Lawrence, Kansas. Seems not to have aged particularly well, as the brightness of the Saaz hops I recall has diminished a bit too much. The center of the brew is still quite pleasant, with a honey","english"
"11647","Goose Island 1800 Demolition Ale (Strong Golden)","(Bottle 50 cl) Courtesy of fiulijn/boboski. Hazy golden with an off-white head. Hoppy, citrusy nose. Medium body with lightly sweet fruit notes and a dry, astringent and fairly hoppy finish. There’s nothing much Belgian","english"
"11648","Goose Island 1800 Demolition Ale (Strong Golden)","12 fl oz bottle. Pours hazy orange with a lacing white head. Hoppy fruity and slight liqourice nose. Flavour is slight spiced and solid malty. Goes into a classic strong US hoppy flavour, although more on the bitter side than","english"
"11649","Goose Island 1800 Demolition Ale (Strong Golden)","12 oz bottle, bottled 4-20-06  Pours a hazy golden-orange.  Thin white head.  Aroma is ofyeast, fruit, and grassy.  Taste is sweet with citrus flavors and a little grainy.  The bottle says flavor will develop over 5 years, but this was","english"
"11650","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle. 8 % alc. by vol. Pours a hazy orange/deep golden colour. Nice aroma of ripe fruits and hops with yeast and some sweetness. Good mouthfeel. The flavour is dry with plenty of ripe fruits, hops, citrus and","english"
"11651","Goose Island 1800 Demolition Ale (Strong Golden)","This beer pours  no head at all and has a cloudy orange color. The aroma is very floral and fruity hops with trace hints of honey. As you drink it there is a bitter sweet grapefruit and citrus hops, which then mellows out in to a","english"
"11652","Goose Island 1800 Demolition Ale (Strong Golden)","An aggressive pour leaves a thin white head above a hazy golden body. Yeasty aroma with citric hops, pear and honey. Sweet and soft with lots of honey sweetness, apple and pear, bubblegum yeast and lemongrass","english"
"11653","Goose Island 1800 Demolition Ale (Strong Golden)","A great Belgian, a great beer.  Notes of orange, honey and sunshine.  A sweeter Belgian than I am used to, absolutely, but a fantastic creation.","english"
"11654","Goose Island 1800 Demolition Ale (Strong Golden)","Slightly hazy, golden sunset color with thin but creamy white head. Fresh grapefruit, lemongrass, pear, banana  and almond in the nose. Some floral undertones. Creamy texture with a high drinkability. Finishes smooth and","english"
"11655","Goose Island 1800 Demolition Ale (Strong Golden)","Deep golden pour; weak white head.  Strong aroma is dominated by darker fruits and some citrus along with yeasty accents.  Flavor is somewhat bland, or rather it doesn’t live up to the hype/aroma.  A conglomerate of","english"
